"","Constituency.Name","Electorate","Votes","Lab","Con","LD","Grn","UKIP","SNP","year","leave"
"1469","North West Norfolk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6614050216
"1470","North Wiltshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5036643267
"1471","Ochil and South Perthshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3925028404
"1472","Old Bexley and Sidcup",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6315823144
"1473","Oldham East and Saddleworth",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5992043445
"1474","Oldham West and Royton",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6130829724
"1475","Orkney and Shetland",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4028130825
"1476","Oxford West and Abingdon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3818095305
"1477","Paisley and Renfrewshire North",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3609494834
"1478","Paisley and Renfrewshire South",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3418975385
"1479","Penistone and Stocksbridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6134816363
"1480","Penrith and The Border",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5536686158
"1481","Perth and North Perthshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4017141951
"1482","Plymouth, Moor View",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6644024004
"1483","Plymouth, Sutton and Devonport",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5440523532
"1484","Poplar and Limehouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3418642886
"1485","Rayleigh and Wickford",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6788950925
"1486","Rochester and Strood",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6368812299
"1487","Rochford and Southend East",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6045520412
"1488","Romsey and Southampton North",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4580927726
"1489","Ross, Skye and Lochaber",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4335221268
"1490","Rossendale and Darwen",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5859130289
"1491","Ruislip, Northwood and Pinner",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490205247
"1492","Runnymede and Weybridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498002617
"1493","Rutherglen and Hamilton West",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3734174153
"1494","Rutland and Melton",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5395742598
"1495","Salford and Eccles",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5359345748
"1496","Scarborough and Whitby",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6136997032
"1497","Selby and Ainsty",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5778823154
"1498","Sheffield, Brightside and Hillsborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6143934634
"1499","Sheffield, Hallam",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3590070068
"1500","Sheffield, Heeley",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5760591914
"1501","Shrewsbury and Atcham",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5301679598
"1502","Sittingbourne and Sheppey",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6576125356
"1503","Skipton and Ripon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5303345057
"1504","Sleaford and North Hykeham",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6153246901
"1505","Somerton and Frome",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5096199022
"1506","South Basildon and East Thurrock",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7307870602
"1507","South Cambridgeshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3844375957
"1508","South Derbyshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6035100097
"1509","South Dorset",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5949281068
"1510","South East Cambridgeshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4498843746
"1511","South East Cornwall",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5494650187
"1512","South Holland and The Deepings",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7117795959
"1513","South Leicestershire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5821654142
"1514","South Norfolk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5110654367
"1515","South Northamptonshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5267258407
"1516","South Staffordshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6524281719
"1517","South Suffolk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5415032318
"1518","South Swindon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5157444245
"1519","South Thanet",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6163407657
"1520","South West Bedfordshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5861080917
"1521","South West Devon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5522960826
"1522","South West Hertfordshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4637440658
"1523","South West Norfolk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6625166752
"1524","South West Surrey",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4060791595
"1525","South West Wiltshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5768707336
"1526","Southampton, Itchen",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5995870197
"1527","Southampton, Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5065283649
"1528","St Austell and Newquay",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6350799896
"1529","St Helens South and Whiston",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5611943015
"1530","Stalybridge and Hyde",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592907293
"1531","Stretford and Urmston",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4846768539
"1532","Sutton and Cheam",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5126743332
"1533","The Cotswolds",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4779690542
"1534","The Wrekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5824790771
"1535","Thirsk and Malton",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5642595163
"1536","Thornbury and Yate",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5332839051
"1537","Tiverton and Honiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5762505819
"1538","Tonbridge and Malling",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5258550506
"1539","Torridge and West Devon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5707446545
"1540","Truro and Falmouth",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4622133598
"1541","Uxbridge and South Ruislip",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5635574865
"1542","Warwick and Leamington",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4112854182
"1543","Washington and Sunderland West",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618513324
"1544","Wentworth and Dearne",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689750761
"1545","West Aberdeenshire and Kincardine",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3860722321
"1546","West Dorset",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5099666169
"1547","West Dunbartonshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3800555298
"1548","West Lancashire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5493803945
"1549","West Suffolk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6326052758
"1550","West Worcestershire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5258070914
"1551","Westmorland and Lonsdale",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4745074061
"1552","Worsley and Eccles South",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5979113324
"1553","Wyre and Preston North",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5403704776
"1554","Wythenshawe and Sale East",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498734782
"1555","Ynys Môn",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5094200416
